timestamp,open,high,low,close
1673601300000,396.0,396.2,395.0,395.65
1673601360000,395.35,395.45,394.1,394.9
1673601420000,395.0,395.25,394.3,394.45
1673601480000,394.6,395.0,394.15,394.35
1673601540000,394.3,394.75,393.7,394.5
1673601600000,394.5,395.25,394.4,395.25
1673601660000,395.25,395.5,393.7,394.05
1673601720000,393.95,394.0,393.15,393.7
1673601780000,393.65,393.7,392.8,393.15
1673601840000,393.0,393.0,392.4,392.5
1673601900000,392.65,392.8,391.7,392.3
1673601960000,392.35,392.8,391.9,392.7
1673602020000,392.7,392.85,392.4,392.7
1673602080000,392.7,393.3,392.6,393.0
1673602140000,393.05,393.2,392.6,392.95
1673602200000,392.95,393.2,392.75,392.8
1673602260000,392.8,392.85,392.1,392.25
1673602320000,392.15,392.15,391.45,391.7
1673602380000,391.7,391.9,391.15,391.4
1673602440000,391.5,391.5,390.6,390.85
1673602500000,390.85,390.85,390.05,390.05
1673602560000,390.25,390.35,389.6,390.0
1673602620000,390.0,390.25,389.55,390.1
1673602680000,390.3,390.55,389.85,390.0
1673602740000,389.8,390.0,389.15,389.25
1673602800000,389.2,389.55,389.0,389.0
1673602860000,389.0,389.05,388.0,388.2
1673602920000,388.2,388.2,387.15,387.85
1673602980000,387.85,388.0,387.5,387.6
1673603040000,387.7,388.15,387.5,387.7
1673603100000,387.75,387.75,386.65,386.9
1673603160000,386.85,388.25,386.5,388.25
1673603220000,388.25,388.5,388.0,388.1
1673603280000,388.15,388.5,387.85,388.4
1673603340000,388.5,388.6,388.25,388.5
1673603400000,388.35,388.5,387.9,388.25
1673603460000,388.25,388.45,387.95,388.3
1673603520000,388.4,389.25,388.3,388.65
1673603580000,388.65,389.15,388.6,388.75
1673603640000,388.75,388.85,388.5,388.7
1673603700000,388.7,388.75,388.25,388.65
1673603760000,388.65,388.7,388.35,388.7
1673603820000,388.7,389.0,388.65,388.95
1673603880000,388.85,388.95,388.55,388.55
1673603940000,388.7,388.85,388.45,388.6
1673604000000,388.7,388.95,388.65,388.95
1673604060000,388.9,389.35,388.9,389.35
1673604120000,389.4,389.55,389.25,389.45
1673604180000,389.45,389.55,389.1,389.25
1673604240000,389.25,389.25,389.0,389.1
1673604300000,389.05,389.25,388.8,389.25
1673604360000,389.25,389.35,388.85,389.15
1673604420000,389.15,389.2,388.9,389.0
1673604480000,388.95,389.25,388.95,389.25
1673604540000,389.25,389.55,389.2,389.45
1673604600000,389.45,389.5,389.15,389.5
1673604660000,389.5,389.6,389.35,389.6
1673604720000,389.6,389.6,389.4,389.5
1673604780000,389.5,389.6,389.45,389.6
1673604840000,389.6,389.6,388.7,388.8
1673604900000,388.8,388.8,387.9,387.9
1673604960000,387.9,388.4,387.7,388.25
1673605020000,388.25,389.0,388.25,388.75
1673605080000,388.75,388.95,388.45,388.65
1673605140000,388.65,388.8,388.0,388.25
1673605200000,388.25,388.3,388.0,388.25
1673605260000,388.25,388.45,388.15,388.3
1673605320000,388.4,388.65,388.3,388.35
1673605380000,388.35,388.45,387.7,387.7
1673605440000,387.95,388.25,387.85,388.15
1673605500000,388.05,388.4,388.0,388.15
1673605560000,388.1,388.35,387.9,388.0
1673605620000,388.0,388.25,387.9,388.05
1673605680000,388.05,388.2,387.75,387.9
1673605740000,387.9,387.9,387.6,387.8
1673605800000,387.8,388.0,387.55,387.95
1673605860000,387.95,388.4,387.75,388.35
1673605920000,388.25,388.5,388.2,388.5
1673605980000,388.5,388.5,388.1,388.3
1673606040000,388.35,388.75,388.25,388.75
1673606100000,388.75,388.75,388.55,388.75
1673606160000,388.75,388.75,388.65,388.7
1673606220000,388.7,389.0,388.7,389.0
1673606280000,389.0,389.2,388.95,389.2
1673606340000,389.2,389.3,389.1,389.2
1673606400000,389.3,389.3,389.0,389.15
1673606460000,389.3,389.3,389.05,389.2
1673606520000,389.15,389.45,389.15,389.45
1673606580000,389.3,389.45,389.3,389.45
1673606640000,389.45,389.45,389.25,389.25
1673606700000,389.35,389.35,389.1,389.25
1673606760000,389.3,389.3,389.15,389.15
1673606820000,389.15,389.3,388.8,388.95
1673606880000,389.1,389.25,388.95,389.25
1673606940000,389.4,389.9,389.4,389.9
1673607000000,389.85,389.9,389.5,389.5
1673607060000,389.65,389.65,389.2,389.35
1673607120000,389.4,389.45,389.25,389.35
1673607180000,389.35,389.35,389.05,389.3
1673607240000,389.25,389.5,389.25,389.5
1673607300000,389.5,389.5,389.2,389.4
1673607360000,389.4,389.4,389.2,389.25
1673607420000,389.25,389.4,389.15,389.25
1673607480000,389.25,389.25,389.0,389.1
1673607540000,389.1,389.2,389.0,389.15
1673607600000,389.05,389.2,388.95,389.2
1673607660000,389.1,389.2,389.0,389.0
1673607720000,389.0,389.25,389.0,389.25
1673607780000,389.3,389.5,389.25,389.5
1673607840000,389.45,389.65,389.4,389.65
1673607900000,389.6,389.95,389.55,389.85
1673607960000,390.0,390.35,390.0,390.2
1673608020000,390.2,390.45,390.2,390.35
1673608080000,390.35,390.8,390.35,390.55
1673608140000,390.8,391.3,390.8,391.3
1673608200000,391.2,391.45,391.2,391.4
1673608260000,391.4,391.9,391.4,391.5
1673608320000,391.45,391.5,390.8,390.95
1673608380000,390.8,391.25,390.7,391.2
1673608440000,391.2,391.45,391.2,391.2
1673608500000,391.2,391.25,390.7,390.9
1673608560000,390.9,390.9,390.6,390.8
1673608620000,390.85,390.9,390.6,390.9
1673608680000,390.9,391.0,390.75,390.9
1673608740000,390.85,391.2,390.8,391.1
1673608800000,391.0,391.2,391.0,391.0
1673608860000,391.0,391.25,391.0,391.25
1673608920000,391.2,391.5,391.2,391.5
1673608980000,391.5,391.55,391.4,391.5
1673609040000,391.5,391.7,391.45,391.5
1673609100000,391.6,391.65,391.2,391.5
1673609160000,391.6,391.7,391.5,391.6
1673609220000,391.6,391.6,391.4,391.4
1673609280000,391.5,391.5,391.05,391.1
1673609340000,391.25,391.35,391.1,391.3
1673609400000,391.3,391.35,391.15,391.15
1673609460000,391.2,391.2,391.0,391.05
1673609520000,391.05,391.15,391.0,391.0
1673609580000,391.0,391.15,391.0,391.15
1673609640000,391.15,391.5,391.15,391.35
1673609700000,391.3,391.55,391.3,391.45
1673609760000,391.45,391.55,391.1,391.25
1673609820000,391.2,391.2,391.0,391.2
1673609880000,391.05,391.3,391.05,391.2
1673609940000,391.2,391.2,391.05,391.05
1673610000000,391.15,391.2,391.0,391.0
1673610060000,391.05,391.2,391.0,391.2
1673610120000,391.15,391.2,391.05,391.2
1673610180000,391.2,391.2,391.0,391.1
1673610240000,391.0,391.2,391.0,391.2
1673610300000,391.15,391.4,391.15,391.25
1673610360000,391.35,391.4,391.2,391.25
1673610420000,391.2,391.6,391.15,391.6
1673610480000,391.6,391.85,391.55,391.6
1673610540000,391.7,391.7,391.5,391.65
1673610600000,391.65,391.65,391.35,391.55
1673610660000,391.5,391.55,391.35,391.55
1673610720000,391.45,391.6,391.45,391.55
1673610780000,391.5,391.55,391.4,391.45
1673610840000,391.5,391.5,391.4,391.5
1673610900000,391.55,391.9,391.55,391.75
1673610960000,391.85,391.9,391.5,391.65
1673611020000,391.65,391.8,391.55,391.75
1673611080000,391.75,391.75,391.45,391.5
1673611140000,391.5,391.5,391.2,391.35
1673611200000,391.25,391.35,391.1,391.2
1673611260000,391.3,391.5,391.3,391.35
1673611320000,391.35,391.6,391.35,391.5
1673611380000,391.5,391.5,391.3,391.45
1673611440000,391.45,391.45,391.3,391.4
1673611500000,391.4,391.4,391.2,391.35
1673611560000,391.35,391.4,391.25,391.4
1673611620000,391.35,391.45,391.2,391.45
1673611680000,391.25,391.45,391.2,391.3
1673611740000,391.3,391.5,391.25,391.3
1673611800000,391.5,391.75,391.3,391.7
1673611860000,391.55,391.65,391.5,391.5
1673611920000,391.5,391.7,391.45,391.65
1673611980000,391.65,391.65,391.5,391.5
1673612040000,391.6,391.6,391.45,391.6
1673612100000,391.55,391.85,391.55,391.8
1673612160000,391.8,392.2,391.7,392.2
1673612220000,392.15,392.15,392.0,392.0
1673612280000,392.05,392.15,392.0,392.15
1673612340000,392.1,392.1,392.0,392.05
1673612400000,392.05,392.3,392.05,392.25
1673612460000,392.3,392.45,392.3,392.3
1673612520000,392.25,392.4,392.2,392.35
1673612580000,392.5,392.5,392.35,392.4
1673612640000,392.4,392.5,392.4,392.4
1673612700000,392.45,392.45,392.35,392.4
1673612760000,392.35,392.35,392.0,392.1
1673612820000,392.0,392.1,391.8,391.9
1673612880000,391.85,392.0,391.75,391.9
1673612940000,391.85,392.15,391.85,392.15
1673613000000,392.05,392.15,392.05,392.1
1673613060000,392.15,392.15,392.0,392.0
1673613120000,391.95,392.0,391.9,391.95
1673613180000,391.95,392.0,391.6,391.7
1673613240000,391.7,391.9,391.6,391.7
1673613300000,391.65,391.85,391.6,391.8
1673613360000,391.8,391.9,391.8,391.9
1673613420000,391.85,391.95,391.85,391.95
1673613480000,391.9,392.1,391.9,392.05
1673613540000,391.95,392.15,391.95,392.15
1673613600000,392.0,392.2,392.0,392.2
1673613660000,392.15,392.35,392.05,392.35
1673613720000,392.35,392.35,392.15,392.3
1673613780000,392.35,392.35,392.0,392.05
1673613840000,392.05,392.3,392.05,392.3
1673613900000,392.3,392.3,392.05,392.15
1673613960000,392.2,392.2,392.05,392.15
1673614020000,392.1,392.3,392.05,392.15
1673614080000,392.1,392.5,392.1,392.25
1673614140000,392.45,392.7,392.4,392.65
1673614200000,392.65,393.2,392.65,392.8
1673614260000,392.8,393.0,392.75,392.95
1673614320000,392.85,393.0,392.85,392.95
1673614380000,392.95,393.0,392.8,392.9
1673614440000,392.9,392.95,392.85,392.85
1673614500000,392.9,392.9,392.8,392.8
1673614560000,392.8,392.9,392.65,392.75
1673614620000,392.65,393.0,392.65,393.0
1673614680000,392.95,393.2,392.85,393.1
1673614740000,393.1,393.35,393.0,393.15
1673614800000,393.15,393.5,393.1,393.35
1673614860000,393.35,393.55,393.3,393.45
1673614920000,393.45,393.95,393.4,393.8
1673614980000,394.0,394.0,393.7,393.75
1673615040000,393.65,393.95,393.6,393.75
1673615100000,393.75,393.95,393.65,393.95
1673615160000,393.85,394.3,393.85,394.15
1673615220000,393.95,394.2,393.95,394.1
1673615280000,394.1,394.3,394.0,394.1
1673615340000,394.15,394.25,393.9,394.2
1673615400000,394.0,394.4,394.0,394.35
1673615460000,394.4,394.4,394.2,394.35
1673615520000,394.4,394.75,394.35,394.75
1673615580000,394.6,394.75,394.35,394.5
1673615640000,394.5,394.55,394.3,394.35
1673615700000,394.35,394.5,394.35,394.45
1673615760000,394.4,394.55,394.4,394.45
1673615820000,394.55,394.9,394.45,394.75
1673615880000,394.55,394.75,394.45,394.6
1673615940000,394.55,394.75,394.5,394.7
1673616000000,394.75,394.75,394.4,394.4
1673616060000,394.35,394.6,394.35,394.55
1673616120000,394.55,394.75,394.5,394.6
1673616180000,394.6,394.65,394.5,394.55
1673616240000,394.6,394.6,394.5,394.5
1673616300000,394.5,394.55,394.25,394.45
1673616360000,394.3,394.5,394.3,394.45
1673616420000,394.45,394.65,394.35,394.5
1673616480000,394.5,394.65,394.35,394.65
1673616540000,394.65,395.1,394.65,395.0
1673616600000,395.0,395.45,395.0,395.3
1673616660000,395.35,395.35,394.7,394.8
1673616720000,394.65,394.75,394.65,394.7
1673616780000,394.7,394.95,394.6,394.95
1673616840000,394.9,394.95,394.8,394.9
1673616900000,394.8,394.9,394.6,394.7
1673616960000,394.6,394.8,394.5,394.7
1673617020000,394.6,394.8,394.6,394.75
1673617080000,394.8,394.8,394.25,394.25
1673617140000,394.5,394.7,394.3,394.7
1673617200000,394.65,395.0,394.6,394.7
1673617260000,394.7,394.9,394.65,394.7
1673617320000,394.6,394.85,394.6,394.8
1673617380000,394.8,395.0,394.7,394.95
1673617440000,395.0,395.2,395.0,395.1
1673617500000,395.15,395.35,395.0,395.15
1673617560000,395.0,395.3,395.0,395.25
1673617620000,395.2,395.25,394.9,395.05
1673617680000,395.0,395.35,395.0,395.3
1673617740000,395.3,395.45,395.25,395.25
1673617800000,395.25,395.35,395.05,395.1
1673617860000,395.1,395.3,395.05,395.3
1673617920000,395.3,395.4,395.15,395.15
1673617980000,395.1,395.25,395.1,395.2
1673618040000,395.25,395.25,395.15,395.15
1673618100000,395.15,395.4,395.15,395.25
1673618160000,395.25,395.3,395.15,395.15
1673618220000,395.15,395.25,394.95,395.0
1673618280000,395.05,395.3,394.95,395.15
1673618340000,395.15,395.25,395.1,395.2
1673618400000,395.25,395.45,395.2,395.3
1673618460000,395.3,395.5,395.25,395.45
1673618520000,395.45,395.75,395.45,395.75
1673618580000,395.75,395.9,395.7,395.9
1673618640000,395.95,395.95,395.75,395.85
1673618700000,395.85,396.1,395.8,396.0
1673618760000,396.0,396.15,396.0,396.05
1673618820000,396.05,396.05,395.8,395.9
1673618880000,395.85,396.05,395.8,396.0
1673618940000,396.0,396.55,395.95,396.5
1673619000000,396.5,396.55,396.2,396.4
1673619060000,396.4,396.5,396.4,396.45
1673619120000,396.55,396.6,396.5,396.55
1673619180000,396.45,396.55,396.05,396.15
1673619240000,396.25,396.45,396.05,396.3
1673619300000,396.35,396.45,396.1,396.1
1673619360000,396.1,396.35,396.1,396.15
1673619420000,396.2,396.5,396.15,396.4
1673619480000,396.35,396.5,396.3,396.3
1673619540000,396.35,396.5,396.25,396.4
1673619600000,396.35,396.35,395.8,395.8
1673619660000,395.75,396.1,395.7,395.9
1673619720000,395.8,396.2,395.7,395.85
1673619780000,395.9,396.2,395.75,396.05
1673619840000,396.15,396.3,396.0,396.05
1673619900000,395.9,396.1,395.85,395.95
1673619960000,395.95,396.1,395.75,395.75
1673620020000,395.8,395.9,395.5,395.5
1673620080000,395.5,395.6,395.25,395.45
1673620140000,395.6,395.8,395.4,395.7
1673620200000,395.75,395.85,395.7,395.8
1673620260000,395.85,395.85,394.8,394.8
1673620320000,394.8,394.95,394.65,394.85
1673620380000,394.95,395.1,394.95,395.1
1673620440000,395.1,395.5,394.9,395.3
1673620500000,395.3,395.55,395.25,395.25
1673620560000,395.1,395.35,394.95,394.95
1673620620000,394.9,394.95,394.65,394.85
1673620680000,394.9,395.0,394.8,394.8
1673620740000,394.85,394.85,394.5,394.55
1673620800000,394.55,395.05,394.55,395.0
1673620860000,395.05,395.3,395.0,395.25
1673620920000,395.15,395.35,395.0,395.05
1673620980000,395.05,395.4,395.05,395.3
1673621040000,395.4,395.5,395.3,395.45
1673621100000,395.5,395.6,395.1,395.55
1673621160000,395.5,395.65,395.35,395.55
1673621220000,395.5,395.65,395.2,395.25
1673621280000,395.25,395.35,395.25,395.25
1673621340000,395.25,395.3,394.35,394.95
1673621400000,394.95,395.0,394.65,394.8
1673621460000,394.85,394.85,394.0,394.0
1673621520000,394.0,394.3,393.9,393.9
1673621580000,393.85,394.15,393.7,393.85
1673621640000,394.0,394.1,393.85,393.9
1673621700000,394.0,394.05,393.65,393.65
1673621760000,393.65,393.9,393.65,393.85
1673621820000,393.7,393.9,393.7,393.85
1673621880000,393.9,394.0,393.85,393.95
1673621940000,394.0,394.1,393.95,394.1
1673622000000,394.05,394.1,393.5,393.6
1673622060000,393.6,393.85,393.0,393.8
1673622120000,393.8,393.9,393.5,393.7
1673622180000,393.7,393.75,393.55,393.65
1673622240000,393.65,393.7,393.5,393.55
1673622300000,393.55,393.6,392.15,392.2
1673622360000,392.15,392.6,392.0,392.55
1673622420000,392.55,393.15,392.55,393.05
1673622480000,393.1,393.1,392.85,392.95
1673622540000,392.95,393.35,392.85,393.3
1673622600000,393.5,393.55,393.3,393.55
1673622660000,393.5,393.55,393.0,393.05
1673622720000,393.0,393.3,393.0,393.3
1673622780000,393.3,393.5,393.25,393.3
1673622840000,393.3,393.6,393.15,393.55
1673622900000,393.55,393.55,393.25,393.35
1673622960000,393.3,393.7,393.3,393.35
1673623020000,393.35,393.75,393.35,393.75
1673623080000,393.6,393.75,393.45,393.65
1673623140000,393.7,393.7,393.55,393.65
1673623200000,393.6,393.65,393.0,393.5
1673623260000,393.5,393.5,393.25,393.45
1673623320000,393.45,393.5,393.35,393.4
1673623380000,393.4,393.75,393.35,393.75
1673623440000,393.8,394.45,393.8,394.35
1673623500000,394.35,394.5,394.15,394.3
1673623560000,394.4,394.45,393.95,394.2
1673623620000,394.1,396.1,394.0,396.0
1673623680000,396.1,396.1,395.55,395.75
1673623740000,395.95,395.95,395.0,395.5
1706778900000,477.55,477.7,473.45,474.7
1706778960000,474.7,475.75,474.45,475.2
1706779020000,474.95,475.4,474.55,475.0
1706779080000,475.05,475.55,473.3,473.55
1706779140000,473.5,474.1,473.2,473.8
1706779200000,473.65,474.7,473.25,474.35
1706779260000,474.3,474.35,473.3,473.8
1706779320000,473.7,474.5,473.55,473.9
1706779380000,473.85,474.0,473.35,473.4
1706779440000,473.4,473.95,473.35,473.9
1706779500000,473.7,473.95,473.35,473.8
1706779560000,473.65,473.75,473.2,473.35
1706779620000,473.2,473.65,473.1,473.35
1706779680000,473.25,473.8,473.2,473.4
1706779740000,473.4,473.55,471.8,471.9
1706779800000,472.05,473.15,472.0,472.5
1706779860000,472.5,473.05,472.2,472.65
1706779920000,472.55,474.05,472.55,473.9
1706779980000,473.7,474.3,473.5,473.95
1706780040000,473.85,474.35,473.65,474.0
1706780100000,473.75,473.9,473.5,473.5
1706780160000,473.5,473.85,473.1,473.55
1706780220000,473.7,473.8,473.2,473.25
1706780280000,473.25,473.7,473.2,473.5
1706780340000,473.5,473.6,473.0,473.2
1706780400000,473.15,474.4,473.0,474.25
1706780460000,474.2,475.2,474.0,474.65
1706780520000,474.45,474.8,474.2,474.6
1706780580000,474.65,475.0,474.4,474.9
1706780640000,474.75,475.5,474.7,475.05
1706780700000,475.15,475.9,474.95,475.6
1706780760000,475.6,476.0,475.35,475.55
1706780820000,475.5,475.9,475.25,475.65
1706780880000,475.65,475.9,475.3,475.85
1706780940000,475.85,475.85,474.9,475.05
1706781000000,475.05,475.55,475.0,475.45
1706781060000,475.45,475.7,475.25,475.5
1706781120000,475.5,476.25,475.3,476.2
1706781180000,476.1,476.25,475.5,475.7
1706781240000,475.7,475.75,475.25,475.5
1706781300000,475.5,475.7,475.25,475.35
1706781360000,475.7,475.7,475.35,475.4
1706781420000,475.45,475.45,475.0,475.05
1706781480000,475.2,475.2,474.7,475.05
1706781540000,475.05,475.1,474.9,474.95
1706781600000,474.95,475.2,474.9,475.2
1706781660000,475.0,475.2,474.3,474.4
1706781720000,474.55,474.8,474.35,474.6
1706781780000,474.65,474.8,474.05,474.7
1706781840000,474.55,474.8,474.5,474.5
1706781900000,474.45,475.0,474.2,474.65
1706781960000,474.75,474.85,474.5,474.8
1706782020000,474.6,475.65,474.55,475.1
1706782080000,475.25,475.85,474.9,475.55
1706782140000,475.5,475.75,475.25,475.4
1706782200000,475.4,475.75,475.4,475.65
1706782260000,475.65,475.85,475.45,475.75
1706782320000,475.95,475.95,475.5,475.65
1706782380000,475.65,475.9,475.5,475.5
1706782440000,475.5,475.7,475.5,475.55
1706782500000,475.7,475.7,474.75,474.85
1706782560000,474.75,474.95,474.1,474.2
1706782620000,474.2,474.35,473.4,474.15
1706782680000,474.4,474.8,474.25,474.4
1706782740000,474.4,474.85,474.2,474.7
1706782800000,474.6,474.85,474.55,474.75
1706782860000,474.6,474.85,474.6,474.8
1706782920000,474.75,475.2,474.55,475.0
1706782980000,474.9,475.0,474.75,474.8
1706783040000,474.8,475.0,474.45,474.75
1706783100000,475.0,475.0,474.5,474.8
1706783160000,474.8,475.0,474.6,474.95
1706783220000,474.9,474.95,474.55,474.75
1706783280000,474.55,474.8,474.55,474.6
1706783340000,474.6,475.1,474.5,474.65
1706783400000,474.6,474.85,474.5,474.55
1706783460000,474.7,474.75,474.2,474.25
1706783520000,474.4,474.6,474.25,474.5
1706783580000,474.5,474.6,474.25,474.5
1706783640000,474.3,474.5,474.25,474.35
1706783700000,474.5,474.5,474.1,474.25
1706783760000,474.25,474.3,473.75,474.05
1706783820000,474.05,474.1,473.7,474.0
1706783880000,474.0,474.15,473.75,474.05
1706783940000,474.05,474.1,473.5,473.55
1706784000000,473.55,473.7,473.5,473.6
1706784060000,473.6,473.7,473.55,473.6
1706784120000,473.6,473.75,473.5,473.75
1706784180000,473.65,473.75,473.55,473.75
1706784240000,473.65,473.85,473.65,473.7
1706784300000,473.9,474.0,473.75,473.9
1706784360000,473.9,473.95,473.7,473.8
1706784420000,473.8,473.95,473.7,473.9
1706784480000,474.0,474.0,473.7,473.8
1706784540000,473.8,473.85,473.6,473.6
1706784600000,473.6,474.0,473.6,474.0
1706784660000,474.0,474.0,473.65,473.9
1706784720000,473.95,474.0,473.65,473.85
1706784780000,473.85,473.95,473.85,473.9
1706784840000,473.95,474.45,473.7,474.3
1706784900000,474.35,474.6,474.25,474.35
1706784960000,474.5,474.5,474.05,474.1
1706785020000,474.15,474.45,474.0,474.4
1706785080000,474.4,474.95,474.15,474.45
1706785140000,474.45,474.8,474.45,474.8
1706785200000,474.75,475.0,474.65,474.95
1706785260000,474.95,475.35,474.7,475.3
1706785320000,475.3,476.5,475.25,475.8
1706785380000,475.65,476.0,475.0,475.0
1706785440000,475.0,475.5,475.0,475.25
1706785500000,475.25,475.25,474.8,474.85
1706785560000,474.8,474.85,473.15,473.15
1706785620000,473.0,473.45,472.6,473.35
1706785680000,473.3,473.7,473.0,473.7
1706785740000,473.7,473.9,473.25,473.65
1706785800000,473.65,473.75,473.35,473.5
1706785860000,473.3,473.8,473.3,473.75
1706785920000,473.75,473.85,473.0,473.15
1706785980000,473.15,473.5,473.0,473.4
1706786040000,473.4,473.7,473.25,473.6
1706786100000,473.45,473.6,473.0,473.05
1706786160000,473.05,473.2,472.0,472.05
1706786220000,472.05,472.15,470.6,471.6
1706786280000,471.65,472.8,471.5,472.6
1706786340000,472.65,472.65,472.15,472.25
1706786400000,472.35,472.6,471.85,471.9
1706786460000,471.9,472.8,471.9,472.45
1706786520000,472.4,472.7,472.1,472.25
1706786580000,472.15,472.65,472.15,472.6
1706786640000,472.6,473.0,472.55,472.75
1706786700000,472.7,473.0,472.35,472.85
1706786760000,472.6,472.95,472.55,472.8
1706786820000,472.9,473.5,472.65,473.15
1706786880000,473.15,473.45,473.0,473.2
1706786940000,473.0,473.35,473.0,473.25
1706787000000,473.25,473.25,472.65,472.8
1706787060000,472.8,473.1,472.6,472.95
1706787120000,472.75,473.0,472.7,472.9
1706787180000,472.85,472.95,472.6,472.95
1706787240000,472.85,473.0,472.6,473.0
1706787300000,472.95,473.0,472.8,472.9
1706787360000,472.9,473.35,472.85,473.25
1706787420000,473.25,473.9,472.9,473.6
1706787480000,473.4,473.5,473.05,473.25
1706787540000,473.25,473.45,472.8,472.8
1706787600000,472.95,473.45,472.85,473.15
1706787660000,473.05,473.4,472.6,472.75
1706787720000,472.9,473.0,472.7,472.95
1706787780000,472.8,472.95,472.7,472.95
1706787840000,472.85,473.0,472.8,472.95
1706787900000,472.95,473.0,472.8,472.85
1706787960000,472.95,473.1,472.5,472.75
1706788020000,472.75,473.1,472.6,472.8
1706788080000,472.8,472.8,472.55,472.75
1706788140000,472.75,473.0,472.6,472.85
1706788200000,472.95,473.0,472.75,473.0
1706788260000,473.0,473.0,472.5,472.75
1706788320000,472.6,473.05,472.45,473.0
1706788380000,472.9,472.95,472.75,472.95
1706788440000,472.9,472.95,472.5,472.7
1706788500000,472.75,472.85,472.65,472.8
1706788560000,472.9,473.0,472.1,472.5
1706788620000,472.3,472.5,471.85,471.85
1706788680000,471.85,472.0,471.0,471.55
1706788740000,471.6,472.0,471.5,471.95
1706788800000,471.95,472.45,471.8,472.35
1706788860000,472.35,472.4,471.7,471.75
1706788920000,471.75,472.0,471.1,471.5
1706788980000,471.5,471.65,470.9,471.65
1706789040000,471.55,471.75,471.15,471.5
1706789100000,471.55,472.15,471.45,472.05
1706789160000,472.1,472.55,471.85,472.4
1706789220000,472.65,473.0,472.3,472.85
1706789280000,472.9,472.9,472.35,472.75
1706789340000,472.55,472.8,472.4,472.55
1706789400000,472.8,473.25,472.55,473.25
1706789460000,473.3,473.5,473.15,473.45
1706789520000,473.5,473.6,473.1,473.1
1706789580000,473.2,473.3,472.6,473.1
1706789640000,473.1,473.1,472.6,472.8
1706789700000,472.9,472.9,472.2,472.6
1706789760000,472.6,472.85,472.4,472.7
1706789820000,472.8,472.8,472.3,472.5
1706789880000,472.7,472.7,472.0,472.3
1706789940000,472.1,472.5,472.0,472.2
1706790000000,472.4,472.5,472.0,472.25
